progress | sum    | lcmap  | lcoff  | lleng  | angle  | Acc    | speed

029/0893k| 0.38524| 0.16063| 0.09204| 0.05490| 0.07767| 0.00000| 24.3 
029/0893k| 0.38284| 0.15432| 0.08923| 0.04817| 0.09113| 0.00000| 24.6 
029/0893k| 0.35893| 0.15753| 0.09113| 0.04020| 0.07007| 0.00000| 24.8 
029/0893k| 0.37595| 0.15662| 0.09399| 0.04933| 0.07600| 0.00000| 24.7 
029/0893k| 0.36119| 0.15681| 0.09421| 0.04974| 0.06043| 0.00000| 24.5 
029/0893k| 0.37944| 0.15491| 0.09348| 0.05002| 0.08102| 0.00000| 24.5 
029/0893k| 0.41214| 0.15840| 0.09612| 0.06010| 0.09753| 0.00000| 24.7 
029/0893k| 0.39357| 0.16069| 0.09080| 0.05366| 0.08842| 0.00000| 24.6 
029/0893k| 0.34216| 0.14536| 0.08951| 0.03344| 0.07384| 0.00000| 23.7 
029/0893k| 0.40368| 0.15868| 0.09620| 0.04788| 0.10092| 0.00000| 24.3 
029/0893k| 0.35923| 0.15095| 0.09097| 0.04535| 0.07197| 0.00000| 24.5 
029/0893k| 0.40080| 0.15368| 0.09581| 0.04667| 0.10464| 0.00000| 24.6 
029/0893k| 0.38106| 0.15401| 0.09034| 0.04052| 0.09619| 0.00000| 23.4 
029/0893k| 0.37111| 0.15353| 0.08978| 0.04173| 0.08607| 0.00000| 24.7 
029/0894k| 0.35974| 0.15267| 0.09215| 0.03907| 0.07585| 0.00000| 24.8 
029/0894k| 0.37865| 0.15669| 0.09089| 0.04328| 0.08778| 0.00000| 24.4 
029/0894k| 0.36229| 0.13776| 0.09143| 0.03834| 0.09475| 0.00000| 24.7 
029/0894k| 0.40155| 0.15662| 0.09529| 0.05161| 0.09803| 0.00000| 23.6 
029/0894k| 0.39578| 0.16001| 0.09248| 0.05260| 0.09068| 0.00000| 24.8 
029/0894k| 0.38459| 0.14930| 0.09060| 0.04965| 0.09504| 0.00000| 24.7 
029/0894k| 0.39363| 0.14960| 0.09310| 0.04460| 0.10634| 0.00000| 24.5 
029/0894k| 0.40556| 0.15247| 0.09408| 0.04934| 0.10967| 0.00000| 24.3 
029/0894k| 0.41103| 0.15658| 0.09074| 0.04746| 0.11625| 0.00000| 24.4 
029/0894k| 0.41106| 0.16805| 0.09357| 0.05278| 0.09666| 0.00000| 24.8 
029/0894k| 0.38173| 0.15730| 0.09394| 0.05210| 0.07839| 0.00000| 24.7 
029/0894k| 0.40971| 0.16729| 0.09424| 0.04943| 0.09876| 0.00000| 24.7 
029/0894k| 0.38060| 0.16994| 0.09462| 0.04342| 0.07262| 0.00000| 24.8 
029/0894k| 0.38295| 0.14332| 0.08973| 0.04112| 0.10878| 0.00000| 24.6 
029/0895k| 0.43122| 0.18144| 0.09787| 0.05579| 0.09612| 0.00000| 24.8 
029/0895k| 0.38324| 0.14977| 0.09280| 0.04390| 0.09677| 0.00000| 24.7 
029/0895k| 0.34965| 0.14499| 0.09025| 0.03972| 0.07469| 0.00000| 23.8 
029/0895k| 0.39454| 0.17141| 0.09873| 0.05045| 0.07396| 0.00000| 24.2 
029/0895k| 0.37959| 0.16033| 0.09410| 0.05255| 0.07261| 0.00000| 24.5 
029/0895k| 0.38901| 0.15474| 0.09155| 0.04481| 0.09792| 0.00000| 24.8 
029/0895k| 0.41132| 0.15673| 0.09691| 0.04697| 0.11071| 0.00000| 24.3 
029/0895k| 0.37441| 0.15226| 0.08967| 0.04225| 0.09024| 0.00000| 24.3 
029/0895k| 0.40146| 0.16202| 0.09360| 0.05331| 0.09254| 0.00000| 24.0 
029/0895k| 0.37613| 0.14188| 0.09208| 0.04462| 0.09755| 0.00000| 24.7 
029/0895k| 0.36874| 0.15946| 0.09214| 0.05472| 0.06241| 0.00000| 24.6 
029/0895k| 0.40407| 0.15544| 0.09052| 0.04900| 0.10910| 0.00000| 23.7 
029/0895k| 0.39880| 0.17320| 0.09559| 0.04881| 0.08120| 0.00000| 24.5 
029/0895k| 0.36905| 0.15146| 0.09267| 0.04912| 0.07580| 0.00000| 24.8 
029/0896k| 0.43109| 0.16402| 0.09148| 0.05514| 0.12044| 0.00000| 24.7 
029/0896k| 0.38744| 0.15978| 0.09038| 0.04642| 0.09088| 0.00000| 24.8 
029/0896k| 0.37234| 0.16022| 0.09146| 0.03884| 0.08182| 0.00000| 24.7 
029/0896k| 0.39421| 0.16760| 0.09192| 0.05911| 0.07558| 0.00000| 23.6 
029/0896k| 0.39961| 0.17032| 0.09620| 0.04754| 0.08556| 0.00000| 24.6 
029/0896k| 0.41324| 0.19181| 0.09849| 0.06458| 0.05835| 0.00000| 24.5 
029/0896k| 0.38647| 0.15834| 0.09560| 0.04875| 0.08378| 0.00000| 24.8 
029/0896k| 0.42829| 0.16058| 0.09328| 0.05227| 0.12217| 0.00000| 24.6 
029/0896k| 0.40039| 0.15214| 0.09141| 0.04932| 0.10751| 0.00000| 24.5 
029/0896k| 0.36749| 0.16068| 0.09308| 0.04743| 0.06631| 0.00000| 24.5 
029/0896k| 0.37867| 0.16066| 0.09346| 0.04474| 0.07981| 0.00000| 24.6 
029/0896k| 0.37497| 0.15573| 0.09307| 0.05093| 0.07524| 0.00000| 24.6 
029/0896k| 0.40044| 0.16156| 0.09326| 0.05678| 0.08883| 0.00000| 24.0 
029/0896k| 0.38146| 0.14982| 0.09412| 0.05275| 0.08477| 0.00000| 23.8 
029/0897k| 0.40008| 0.15643| 0.09282| 0.04805| 0.10279| 0.00000| 24.2 
029/0897k| 0.38960| 0.14913| 0.09427| 0.04746| 0.09873| 0.00000| 24.2 
029/0897k| 0.36997| 0.15611| 0.09228| 0.04519| 0.07639| 0.00000| 24.7 
029/0897k| 0.37056| 0.14920| 0.09052| 0.04327| 0.08758| 0.00000| 24.8 
029/0897k| 0.36100| 0.14562| 0.09200| 0.04551| 0.07786| 0.00000| 24.7 
029/0897k| 0.37367| 0.16291| 0.09213| 0.04481| 0.07383| 0.00000| 24.6 
029/0897k| 0.36331| 0.15338| 0.09531| 0.04355| 0.07107| 0.00000| 24.8 
029/0897k| 0.40309| 0.15834| 0.09536| 0.04938| 0.10000| 0.00000| 24.7 
029/0897k| 0.36055| 0.15739| 0.09370| 0.04184| 0.06763| 0.00000| 24.7 
029/0897k| 0.37352| 0.15782| 0.09311| 0.04577| 0.07681| 0.00000| 24.3 
029/0897k| 0.39845| 0.15780| 0.09080| 0.04804| 0.10181| 0.00000| 24.2 
029/0897k| 0.39162| 0.15976| 0.09164| 0.04965| 0.09057| 0.00000| 24.0 
029/0897k| 0.37445| 0.15613| 0.09245| 0.04407| 0.08181| 0.00000| 24.0 
029/0897k| 0.36112| 0.14400| 0.09017| 0.04420| 0.08275| 0.00000| 24.7 
029/0898k| 0.36333| 0.14376| 0.08855| 0.03648| 0.09454| 0.00000| 24.6 
029/0898k| 0.40785| 0.16632| 0.09548| 0.05458| 0.09147| 0.00000| 24.7 
029/0898k| 0.37823| 0.15223| 0.08976| 0.04040| 0.09585| 0.00000| 24.5 
029/0898k| 0.37948| 0.15888| 0.09262| 0.04681| 0.08116| 0.00000| 24.5 
029/0898k| 0.39080| 0.15794| 0.09324| 0.04435| 0.09527| 0.00000| 24.8 
029/0898k| 0.35321| 0.15583| 0.09073| 0.04382| 0.06283| 0.00000| 24.7 
029/0898k| 0.37624| 0.15043| 0.09047| 0.04235| 0.09299| 0.00000| 24.6 
029/0898k| 0.37642| 0.17051| 0.09531| 0.04797| 0.06263| 0.00000| 24.7 
029/0898k| 0.39271| 0.15679| 0.09249| 0.04373| 0.09970| 0.00000| 24.3 
029/0898k| 0.36630| 0.15264| 0.08935| 0.04281| 0.08150| 0.00000| 24.5 
029/0898k| 0.39736| 0.15708| 0.09400| 0.04384| 0.10244| 0.00000| 24.8 
029/0898k| 0.39841| 0.16483| 0.09387| 0.05247| 0.08723| 0.00000| 24.5 
029/0898k| 0.37299| 0.15719| 0.09182| 0.04578| 0.07821| 0.00000| 24.4 
029/0898k| 0.38752| 0.14329| 0.09469| 0.04700| 0.10255| 0.00000| 24.7 
029/0899k| 0.36500| 0.16193| 0.08953| 0.04475| 0.06879| 0.00000| 24.6 
029/0899k| 0.39282| 0.15906| 0.09300| 0.05329| 0.08747| 0.00000| 24.0 
029/0899k| 0.36715| 0.15184| 0.09066| 0.03769| 0.08695| 0.00000| 24.5 
029/0899k| 0.40757| 0.17140| 0.09339| 0.06414| 0.07864| 0.00000| 24.8 
029/0899k| 0.37718| 0.15543| 0.09238| 0.04591| 0.08346| 0.00000| 24.4 
029/0899k| 0.39780| 0.15336| 0.08967| 0.04385| 0.11091| 0.00000| 24.7 
029/0899k| 0.42027| 0.15344| 0.09423| 0.05698| 0.11561| 0.00000| 24.6 
029/0899k| 0.39341| 0.15957| 0.09672| 0.04966| 0.08746| 0.00000| 24.3 
030/0899k| 0.33766| 0.14693| 0.08961| 0.03764| 0.06347| 0.00000| 45.3 
030/0899k| 0.42489| 0.18115| 0.09359| 0.05777| 0.09237| 0.00000| 24.8 
030/0899k| 0.40899| 0.16199| 0.09373| 0.05902| 0.09425| 0.00000| 24.7 
030/0899k| 0.39626| 0.15989| 0.09033| 0.05805| 0.08799| 0.00000| 24.0 
030/0899k| 0.38455| 0.15769| 0.09449| 0.05245| 0.07992| 0.00000| 24.3 
030/0900k| 0.36870| 0.14465| 0.09427| 0.04044| 0.08935| 0.00000| 24.7 
Running validation...                                                        
Validation [    0/  231]                          
Validation [    1/  231]                          
Validation [    2/  231]                          
Validation [    3/  231]                          
Validation [    4/  231]                          
Validation [    5/  231]                          
Validation [    6/  231]                          
Validation [    7/  231]                          
Validation [    8/  231]                          
Validation [    9/  231]                          
Validation [   10/  231]                          
Validation [   11/  231]                          
Validation [   12/  231]                          
Validation [   13/  231]                          
Validation [   14/  231]                          
Validation [   15/  231]                          
Validation [   16/  231]                          
Validation [   17/  231]                          
Validation [   18/  231]                          
Validation [   19/  231]                          
Validation [   20/  231]                          
Validation [   21/  231]                          
Validation [   22/  231]                          
Validation [   23/  231]                          
Validation [   24/  231]                          
Validation [   25/  231]                          
Validation [   26/  231]                          
Validation [   27/  231]                          
Validation [   28/  231]                          
Validation [   29/  231]                          
Validation [   30/  231]                          
Validation [   31/  231]                          
Validation [   32/  231]                          
Validation [   33/  231]                          
Validation [   34/  231]                          
Validation [   35/  231]                          
Validation [   36/  231]                          
Validation [   37/  231]                          
Validation [   38/  231]                          
Validation [   39/  231]                          
Validation [   40/  231]                          
Validation [   41/  231]                          
Validation [   42/  231]                          
Validation [   43/  231]                          
Validation [   44/  231]                          
Validation [   45/  231]                          
Validation [   46/  231]                          
Validation [   47/  231]                          
Validation [   48/  231]                          
Validation [   49/  231]                          
Validation [   50/  231]                          
Validation [   51/  231]                          
Validation [   52/  231]                          
Validation [   53/  231]                          
Validation [   54/  231]                          
Validation [   55/  231]                          
Validation [   56/  231]                          
Validation [   57/  231]                          
Validation [   58/  231]                          
Validation [   59/  231]                          
Validation [   60/  231]                          
Validation [   61/  231]                          
Validation [   62/  231]                          
Validation [   63/  231]                          
Validation [   64/  231]                          
Validation [   65/  231]                          
Validation [   66/  231]                          
Validation [   67/  231]                          
Validation [   68/  231]                          
Validation [   69/  231]                          
Validation [   70/  231]                          
Validation [   71/  231]                          
Validation [   72/  231]                          
Validation [   73/  231]                          
Validation [   74/  231]                          
Validation [   75/  231]                          
Validation [   76/  231]                          
Validation [   77/  231]                          
Validation [   78/  231]                          
Validation [   79/  231]                          
Validation [   80/  231]                          
Validation [   81/  231]                          
Validation [   82/  231]                          
Validation [   83/  231]                          
Validation [   84/  231]                          
Validation [   85/  231]                          
Validation [   86/  231]                          
Validation [   87/  231]                          
Validation [   88/  231]                          
Validation [   89/  231]                          
Validation [   90/  231]                          
Validation [   91/  231]                          
Validation [   92/  231]                          
Validation [   93/  231]                          
Validation [   94/  231]                          
Validation [   95/  231]                          
Validation [   96/  231]                          
Validation [   97/  231]                          
Validation [   98/  231]                          
Validation [   99/  231]                          
Validation [  100/  231]                          
Validation [  101/  231]                          
Validation [  102/  231]                          
Validation [  103/  231]                          
Validation [  104/  231]                          
Validation [  105/  231]                          
Validation [  106/  231]                          
Validation [  107/  231]                          
Validation [  108/  231]                          
Validation [  109/  231]                          
Validation [  110/  231]                          
Validation [  111/  231]                          
Validation [  112/  231]                          
Validation [  113/  231]                          
Validation [  114/  231]                          
Validation [  115/  231]                          
Validation [  116/  231]                          
Validation [  117/  231]                          
Validation [  118/  231]                          
Validation [  119/  231]                          
Validation [  120/  231]                          
Validation [  121/  231]                          
Validation [  122/  231]                          
Validation [  123/  231]                          
Validation [  124/  231]                          
Validation [  125/  231]                          
Validation [  126/  231]                          
Validation [  127/  231]                          
Validation [  128/  231]                          
Validation [  129/  231]                          
Validation [  130/  231]                          
Validation [  131/  231]                          
Validation [  132/  231]                          
Validation [  133/  231]                          
Validation [  134/  231]                          
Validation [  135/  231]                          
Validation [  136/  231]                          
Validation [  137/  231]                          
Validation [  138/  231]                          
Validation [  139/  231]                          
Validation [  140/  231]                          
Validation [  141/  231]                          
Validation [  142/  231]                          
Validation [  143/  231]                          
Validation [  144/  231]                          
Validation [  145/  231]                          
Validation [  146/  231]                          
Validation [  147/  231]                          
Validation [  148/  231]                          
Validation [  149/  231]                          
Validation [  150/  231]                          
Validation [  151/  231]                          
Validation [  152/  231]                          
Validation [  153/  231]                          
Validation [  154/  231]                          
Validation [  155/  231]                          
Validation [  156/  231]                          
Validation [  157/  231]                          
Validation [  158/  231]                          
Validation [  159/  231]                          
Validation [  160/  231]                          
Validation [  161/  231]                          
Validation [  162/  231]                          
Validation [  163/  231]                          
Validation [  164/  231]                          
Validation [  165/  231]                          
Validation [  166/  231]                          
Validation [  167/  231]                          
Validation [  168/  231]                          
Validation [  169/  231]                          
Validation [  170/  231]                          
Validation [  171/  231]                          
Validation [  172/  231]                          
Validation [  173/  231]                          
Validation [  174/  231]                          
Validation [  175/  231]                          
Validation [  176/  231]                          
Validation [  177/  231]                          
Validation [  178/  231]                          
Validation [  179/  231]                          
Validation [  180/  231]                          
Validation [  181/  231]                          
Validation [  182/  231]                          
Validation [  183/  231]                          
Validation [  184/  231]                          
Validation [  185/  231]                          
Validation [  186/  231]                          
Validation [  187/  231]                          
Validation [  188/  231]                          
Validation [  189/  231]                          
Validation [  190/  231]                          
Validation [  191/  231]                          
Validation [  192/  231]                          
Validation [  193/  231]                          
Validation [  194/  231]                          
Validation [  195/  231]                          
Validation [  196/  231]                          
Validation [  197/  231]                          
Validation [  198/  231]                          
Validation [  199/  231]                          
Validation [  200/  231]                          
Validation [  201/  231]                          
Validation [  202/  231]                          
Validation [  203/  231]                          
Validation [  204/  231]                          
Validation [  205/  231]                          
Validation [  206/  231]                          
Validation [  207/  231]                          
Validation [  208/  231]                          
Validation [  209/  231]                          
Validation [  210/  231]                          
Validation [  211/  231]                          
Validation [  212/  231]                          
Validation [  213/  231]                          
Validation [  214/  231]                          
Validation [  215/  231]                          
Validation [  216/  231]                          
Validation [  217/  231]                          
Validation [  218/  231]                          
Validation [  219/  231]                          
Validation [  220/  231]                          
Validation [  221/  231]                          
Validation [  222/  231]                          
Validation [  223/  231]                          
Validation [  224/  231]                          
Validation [  225/  231]                          
Validation [  226/  231]                          
Validation [  227/  231]                          
Validation [  228/  231]                          
Validation [  229/  231]                          
Validation [  230/  231]                          
030/0900k| 0.40034| 0.17238| 0.09461| 0.05772| 0.07562| 0.00000        

030/0900k| 0.38336| 0.15715| 0.09387| 0.04831| 0.08403| 0.00000| 24.9 
030/0900k| 0.40726| 0.15818| 0.09333| 0.05041| 0.10535| 0.00000| 24.9 
030/0900k| 0.40165| 0.15387| 0.09324| 0.04454| 0.11000| 0.00000| 24.9 
030/0900k| 0.37699| 0.15677| 0.09039| 0.04790| 0.08193| 0.00000| 24.9 
030/0900k| 0.40175| 0.15526| 0.09330| 0.05472| 0.09847| 0.00000| 24.9 
030/0900k| 0.38368| 0.15073| 0.09218| 0.03966| 0.10112| 0.00000| 24.8 
030/0900k| 0.40670| 0.17079| 0.09501| 0.05574| 0.08516| 0.00000| 24.9 
030/0900k| 0.36886| 0.14340| 0.08953| 0.04190| 0.09403| 0.00000| 24.8 
030/0900k| 0.38027| 0.14364| 0.09135| 0.04053| 0.10475| 0.00000| 24.8 
030/0900k| 0.40275| 0.16033| 0.09447| 0.04686| 0.10110| 0.00000| 24.4 
030/0900k| 0.39484| 0.16224| 0.09313| 0.05245| 0.08702| 0.00000| 24.7 
030/0900k| 0.38262| 0.16270| 0.09503| 0.04928| 0.07560| 0.00000| 24.7 
030/0900k| 0.39501| 0.16724| 0.09242| 0.04056| 0.09478| 0.00000| 23.3 
030/0901k| 0.38646| 0.16485| 0.09269| 0.04576| 0.08317| 0.00000| 24.5 
030/0901k| 0.42346| 0.17103| 0.09658| 0.05254| 0.10332| 0.00000| 24.5 
030/0901k| 0.40346| 0.16408| 0.09269| 0.06835| 0.07834| 0.00000| 24.2 
030/0901k| 0.41237| 0.16045| 0.09410| 0.05290| 0.10493| 0.00000| 24.7 
030/0901k| 0.41514| 0.15685| 0.08999| 0.04843| 0.11987| 0.00000| 24.2 
030/0901k| 0.38963| 0.14781| 0.09550| 0.03928| 0.10704| 0.00000| 24.0 
030/0901k| 0.40696| 0.16073| 0.09157| 0.05038| 0.10427| 0.00000| 24.5 
030/0901k| 0.40516| 0.16497| 0.09698| 0.05338| 0.08982| 0.00000| 24.6 
030/0901k| 0.37092| 0.16289| 0.09269| 0.04077| 0.07456| 0.00000| 24.5 
030/0901k| 0.38555| 0.16045| 0.09289| 0.04183| 0.09039| 0.00000| 24.7 
030/0901k| 0.36204| 0.15043| 0.09178| 0.04531| 0.07452| 0.00000| 23.8 
030/0901k| 0.40934| 0.15477| 0.09131| 0.04612| 0.11713| 0.00000| 24.4 
030/0901k| 0.37787| 0.15296| 0.09440| 0.04953| 0.08098| 0.00000| 24.6 
030/0901k| 0.36443| 0.14325| 0.09434| 0.04347| 0.08337| 0.00000| 24.5 
030/0902k| 0.36861| 0.16424| 0.09303| 0.04916| 0.06218| 0.00000| 24.8 
030/0902k| 0.39044| 0.16483| 0.09202| 0.04728| 0.08631| 0.00000| 24.5 
030/0902k| 0.39466| 0.15277| 0.09104| 0.04318| 0.10768| 0.00000| 24.7 
030/0902k| 0.40118| 0.15874| 0.09327| 0.05937| 0.08980| 0.00000| 24.7 
030/0902k| 0.37019| 0.15083| 0.09454| 0.04258| 0.08225| 0.00000| 24.7 
030/0902k| 0.43087| 0.17243| 0.09528| 0.06388| 0.09929| 0.00000| 24.0 
030/0902k| 0.42273| 0.16723| 0.09284| 0.05230| 0.11036| 0.00000| 23.7 
030/0902k| 0.36977| 0.14436| 0.09206| 0.04382| 0.08953| 0.00000| 24.3 
030/0902k| 0.37881| 0.14580| 0.09030| 0.04242| 0.10028| 0.00000| 24.5 
030/0902k| 0.39979| 0.15878| 0.09323| 0.04535| 0.10243| 0.00000| 24.7 
030/0902k| 0.39776| 0.15922| 0.09383| 0.04551| 0.09920| 0.00000| 24.6 
030/0902k| 0.39889| 0.15543| 0.09457| 0.04854| 0.10035| 0.00000| 24.6 
030/0902k| 0.39318| 0.16772| 0.09532| 0.05212| 0.07802| 0.00000| 24.4 
030/0902k| 0.36876| 0.15173| 0.09066| 0.04122| 0.08515| 0.00000| 24.5 
030/0903k| 0.38112| 0.15913| 0.09005| 0.04585| 0.08609| 0.00000| 24.8 
030/0903k| 0.36645| 0.15224| 0.09027| 0.05392| 0.07002| 0.00000| 23.8 
030/0903k| 0.41376| 0.17107| 0.09485| 0.05085| 0.09700| 0.00000| 24.5 
030/0903k| 0.38679| 0.15563| 0.09207| 0.04918| 0.08992| 0.00000| 24.3 
030/0903k| 0.42032| 0.15778| 0.09087| 0.04329| 0.12837| 0.00000| 24.4 
030/0903k| 0.37693| 0.14869| 0.09441| 0.04337| 0.09046| 0.00000| 24.7 
030/0903k| 0.34437| 0.14450| 0.08895| 0.03746| 0.07347| 0.00000| 24.5 
030/0903k| 0.40386| 0.15208| 0.09409| 0.04402| 0.11367| 0.00000| 24.4 
030/0903k| 0.42850| 0.17258| 0.09407| 0.05793| 0.10393| 0.00000| 24.6 
030/0903k| 0.41218| 0.17048| 0.09415| 0.05563| 0.09193| 0.00000| 24.5 
030/0903k| 0.41018| 0.16416| 0.09499| 0.05371| 0.09732| 0.00000| 24.5 
030/0903k| 0.34529| 0.14658| 0.08951| 0.03785| 0.07135| 0.00000| 24.6 
030/0903k| 0.37253| 0.14934| 0.09237| 0.04477| 0.08605| 0.00000| 24.7 
030/0903k| 0.38091| 0.15387| 0.09501| 0.04423| 0.08782| 0.00000| 24.7 
030/0904k| 0.38386| 0.16162| 0.09709| 0.04847| 0.07667| 0.00000| 24.4 
030/0904k| 0.37248| 0.14868| 0.09220| 0.05181| 0.07979| 0.00000| 24.7 
030/0904k| 0.40619| 0.16400| 0.09326| 0.05101| 0.09792| 0.00000| 24.8 
030/0904k| 0.35864| 0.14928| 0.08968| 0.05265| 0.06702| 0.00000| 24.7 
030/0904k| 0.38657| 0.15880| 0.09038| 0.04579| 0.09160| 0.00000| 24.1 
030/0904k| 0.41655| 0.17463| 0.09271| 0.05984| 0.08937| 0.00000| 24.7 
030/0904k| 0.35679| 0.15320| 0.09256| 0.04104| 0.06998| 0.00000| 24.7 
030/0904k| 0.40139| 0.15277| 0.09555| 0.04608| 0.10698| 0.00000| 24.8 
030/0904k| 0.37860| 0.14859| 0.09304| 0.04756| 0.08941| 0.00000| 24.0 
030/0904k| 0.36728| 0.15928| 0.09194| 0.04129| 0.07478| 0.00000| 23.3 
030/0904k| 0.36354| 0.15056| 0.09588| 0.04472| 0.07238| 0.00000| 24.7 
030/0904k| 0.39744| 0.16554| 0.09241| 0.05060| 0.08890| 0.00000| 24.4 
030/0904k| 0.39895| 0.16293| 0.09499| 0.04869| 0.09233| 0.00000| 24.8 
030/0904k| 0.36376| 0.15526| 0.08983| 0.04783| 0.07084| 0.00000| 24.6 
030/0905k| 0.34307| 0.14487| 0.09104| 0.04516| 0.06201| 0.00000| 24.1 
030/0905k| 0.40080| 0.15814| 0.08963| 0.04988| 0.10316| 0.00000| 24.5 
030/0905k| 0.38701| 0.16078| 0.09504| 0.04112| 0.09006| 0.00000| 24.5 
030/0905k| 0.39612| 0.15280| 0.09292| 0.04420| 0.10621| 0.00000| 24.6 
030/0905k| 0.38290| 0.16816| 0.09826| 0.04801| 0.06847| 0.00000| 23.7 
030/0905k| 0.36441| 0.15425| 0.09144| 0.04263| 0.07610| 0.00000| 24.2 
030/0905k| 0.36918| 0.14323| 0.09005| 0.04059| 0.09532| 0.00000| 24.4 
030/0905k| 0.39430| 0.15864| 0.09337| 0.05684| 0.08546| 0.00000| 24.8 
030/0905k| 0.40239| 0.16851| 0.09354| 0.05554| 0.08480| 0.00000| 24.6 
